,0
0,0.803921568627451
1,0.803921568627451
2,0.803921568627451
3,0.803921568627451
4,0.7843137254901961
5,0.803921568627451
6,0.803921568627451
7,0.803921568627451
8,0.803921568627451
9,0.803921568627451
10,0.8235294117647058
11,0.8235294117647058
12,0.8235294117647058
13,0.803921568627451
14,0.8235294117647058
