,0
0,0.8235294117647058
1,0.8627450980392157
2,0.8627450980392157
3,0.8627450980392157
4,0.8823529411764706
5,0.8627450980392157
6,0.8627450980392157
7,0.8627450980392157
8,0.8627450980392157
9,0.8627450980392157
