,0
0,0.7450980392156863
1,0.803921568627451
2,0.7843137254901961
3,0.803921568627451
4,0.803921568627451
5,0.7843137254901961
6,0.7843137254901961
7,0.803921568627451
8,0.7843137254901961
9,0.7843137254901961
10,0.7843137254901961
