,0
0,0.8627450980392157
1,0.8627450980392157
2,0.8627450980392157
3,0.8627450980392157
4,0.8627450980392157
5,0.8627450980392157
6,0.8627450980392157
7,0.8627450980392157
8,0.8627450980392157
