,0
0,0.7450980392156863
1,0.803921568627451
2,0.8235294117647058
3,0.8235294117647058
4,0.8235294117647058
5,0.8235294117647058
6,0.803921568627451
7,0.7843137254901961
8,0.7843137254901961
9,0.7843137254901961
10,0.7843137254901961
