,0
0,0.7647058823529411
1,0.803921568627451
2,0.8235294117647058
3,0.8235294117647058
4,0.8235294117647058
5,0.8235294117647058
6,0.8431372549019608
7,0.8431372549019608
8,0.8235294117647058
9,0.8235294117647058
10,0.8431372549019608
