,0
0,0.8235294117647058
1,0.8431372549019608
2,0.803921568627451
3,0.803921568627451
4,0.8235294117647058
5,0.8431372549019608
6,0.803921568627451
7,0.803921568627451
8,0.803921568627451
9,0.7843137254901961
10,0.803921568627451
11,0.803921568627451
12,0.803921568627451
13,0.803921568627451
